"rent","bedroom","livingroom","bathroom","area","room","floor_grp","subway","region","heating"
2510,2,1,1,12,"主卧","高楼层","是","通州","集中供暖"
1750,4,1,1,9,"次卧","中楼层","是","通州","自采暖"
2660,4,1,1,12,"主卧","高楼层","是","昌平","集中供暖"
2070,3,1,1,12,"主卧","低楼层","否","通州","集中供暖"
2030,4,1,1,9,"次卧","中楼层","否","昌平","集中供暖"
2990,4,1,1,21,"主卧","中楼层","否","昌平","集中供暖"
2990,3,1,1,20,"主卧","中楼层","是","昌平","集中供暖"
2090,3,1,1,13,"次卧","高楼层","是","通州","集中供暖"
3440,3,1,1,14,"主卧","低楼层","是","朝阳","集中供暖"
2300,3,1,1,12,"主卧","低楼层","是","通州","集中供暖"
1930,3,1,1,9,"次卧","低楼层","是","大兴","集中供暖"
2570,3,1,1,12,"主卧","低楼层","否","朝阳","自采暖"
2930,3,1,1,13,"主卧","低楼层","是","海淀","集中供暖"
2750,4,1,1,10,"次卧","低楼层","是","朝阳","自采暖"
2760,3,1,1,9,"次卧","中楼层","是","朝阳","集中供暖"
2480,3,1,1,7,"次卧","低楼层","是","丰台","集中供暖"
1980,2,1,1,11,"主卧","中楼层","是","通州","集中供暖"
2990,2,1,1,10,"次卧","高楼层","是","东城","集中供暖"
2690,4,1,1,14,"次卧","高楼层","是","大兴","集中供暖"
2390,4,1,1,10,"次卧","中楼层","是","昌平","自采暖"
2390,4,1,1,19,"次卧","高楼层","否","昌平","集中供暖"
1960,3,1,1,12,"次卧","低楼层","是","通州","集中供暖"
3740,4,1,1,13,"主卧","高楼层","是","海淀","集中供暖"
2360,3,1,1,17,"主卧","中楼层","是","通州","集中供暖"
2630,4,1,1,11,"次卧","低楼层","否","朝阳","自采暖"
1830,4,1,1,10,"次卧","中楼层","是","通州","集中供暖"
2730,3,1,1,9,"次卧","低楼层","是","朝阳","集中供暖"
2350,4,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
2430,4,1,1,12,"次卧","低楼层","是","昌平","自采暖"
1770,3,1,1,10,"次卧","低楼层","否","昌平","集中供暖"
2030,4,1,1,14,"主卧","低楼层","是","通州","集中供暖"
1880,4,1,1,12,"次卧","低楼层","是","通州","集中供暖"
3190,2,1,1,15,"主卧","高楼层","否","朝阳","自采暖"
1610,3,1,1,10,"次卧","中楼层","否","通州","集中供暖"
2300,3,1,1,12,"主卧","低楼层","否","朝阳","集中供暖"
2620,4,1,1,12,"次卧","低楼层","是","朝阳","自采暖"
2890,3,1,1,8,"主卧","中楼层","否","海淀","集中供暖"
1990,4,1,1,9,"次卧","低楼层","是","大兴","集中供暖"
2300,4,1,1,8,"次卧","低楼层","是","朝阳","集中供暖"
3300,2,1,1,8,"次卧","中楼层","是","海淀","集中供暖"
2560,4,1,1,8,"次卧","低楼层","是","朝阳","集中供暖"
1910,4,1,1,13,"主卧","中楼层","否","通州","自采暖"
3660,2,1,1,14,"次卧","高楼层","是","朝阳","集中供暖"
4710,2,1,1,15,"主卧","低楼层","是","海淀","自采暖"
2490,4,1,1,14,"次卧","中楼层","否","朝阳","自采暖"
3030,3,1,1,15,"主卧","中楼层","是","朝阳","集中供暖"
3160,3,1,1,24,"主卧","高楼层","是","朝阳","集中供暖"
3990,2,1,1,15,"主卧","中楼层","是","朝阳","集中供暖"
3430,4,1,1,13,"主卧","低楼层","是","丰台","自采暖"
4890,2,1,1,11,"次卧","低楼层","是","海淀","自采暖"
3520,4,1,1,25,"主卧","中楼层","是","朝阳","集中供暖"
2600,2,1,1,10,"次卧","中楼层","是","通州","集中供暖"
4790,3,1,1,22,"主卧","高楼层","是","朝阳","集中供暖"
2690,4,1,1,12,"主卧","中楼层","是","昌平","集中供暖"
2340,3,1,1,12,"主卧","中楼层","是","石景山","集中供暖"
2070,3,1,1,16,"次卧","低楼层","是","通州","集中供暖"
3430,2,1,1,18,"主卧","中楼层","是","朝阳","集中供暖"
4770,4,1,1,26,"主卧","高楼层","是","朝阳","自采暖"
2860,4,1,1,22,"次卧","高楼层","是","顺义","自采暖"
2390,4,1,1,8,"次卧","中楼层","是","朝阳","集中供暖"
2230,2,1,1,12,"主卧","中楼层","是","通州","集中供暖"
2050,4,1,1,8,"次卧","中楼层","否","丰台","集中供暖"
2030,4,1,1,9,"次卧","高楼层","是","大兴","集中供暖"
2460,3,1,1,15,"主卧","中楼层","是","大兴","集中供暖"
2520,3,1,1,12,"主卧","高楼层","是","通州","集中供暖"
2450,3,1,1,11,"主卧","低楼层","是","通州","集中供暖"
2960,3,1,1,12,"次卧","高楼层","否","朝阳","自采暖"
2510,3,1,1,10,"次卧","高楼层","是","石景山","集中供暖"
1670,4,1,1,8,"次卧","低楼层","否","通州","集中供暖"
2830,3,1,1,14,"主卧","中楼层","是","昌平","自采暖"
2930,3,1,1,16,"主卧","中楼层","是","丰台","自采暖"
1460,3,1,1,13,"主卧","中楼层","是","房山","自采暖"
3190,2,1,1,14,"主卧","中楼层","是","丰台","集中供暖"
2510,2,1,1,15,"主卧","高楼层","否","大兴","集中供暖"
3440,3,1,1,10,"主卧","中楼层","是","朝阳","集中供暖"
1780,3,1,1,15,"主卧","低楼层","是","房山","自采暖"
3380,3,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
2730,2,1,1,12,"次卧","中楼层","否","朝阳","自采暖"
3790,2,1,1,15,"主卧","中楼层","是","朝阳","集中供暖"
2630,2,1,1,10,"主卧","低楼层","是","朝阳","自采暖"
2070,3,1,1,12,"主卧","低楼层","否","通州","集中供暖"
2960,3,1,1,12,"次卧","低楼层","是","朝阳","集中供暖"
1800,3,1,1,9,"次卧","低楼层","否","昌平","集中供暖"
2690,3,1,1,15,"主卧","中楼层","是","昌平","集中供暖"
2200,3,1,1,15,"主卧","中楼层","否","昌平","集中供暖"
2690,3,1,1,9,"次卧","低楼层","否","海淀","集中供暖"
3040,3,1,1,17,"主卧","低楼层","是","昌平","自采暖"
2280,3,1,1,13,"主卧","低楼层","否","大兴","集中供暖"
1800,4,1,1,9,"次卧","中楼层","否","昌平","集中供暖"
2560,3,1,1,15,"次卧","低楼层","否","昌平","集中供暖"
2260,4,1,1,15,"主卧","中楼层","是","通州","集中供暖"
1870,4,1,1,10,"次卧","中楼层","是","通州","集中供暖"
3040,4,1,1,14,"主卧","高楼层","是","丰台","集中供暖"
3690,2,1,1,18,"主卧","低楼层","是","丰台","集中供暖"
2270,3,1,1,20,"主卧","低楼层","是","大兴","集中供暖"
3000,4,1,1,11,"次卧","低楼层","是","东城","集中供暖"
3510,2,1,1,9,"次卧","高楼层","是","海淀","集中供暖"
2230,4,1,1,9,"次卧","高楼层","是","朝阳","集中供暖"
1840,3,1,1,11,"次卧","高楼层","是","顺义","集中供暖"
3330,3,1,1,10,"次卧","中楼层","是","朝阳","集中供暖"
2730,4,1,2,16,"次卧","中楼层","是","大兴","集中供暖"
2360,3,1,1,8,"次卧","低楼层","是","通州","集中供暖"
2760,3,1,1,8,"次卧","低楼层","是","海淀","自采暖"
2930,3,1,1,12,"主卧","高楼层","是","昌平","集中供暖"
2900,4,1,1,10,"次卧","低楼层","是","通州","集中供暖"
2390,3,1,1,8,"次卧","低楼层","是","丰台","集中供暖"
2750,3,1,1,18,"主卧","低楼层","是","丰台","集中供暖"
2330,2,1,1,14,"次卧","中楼层","否","大兴","集中供暖"
3790,4,1,1,14,"次卧","高楼层","是","东城","集中供暖"
2690,3,1,1,14,"次卧","高楼层","是","朝阳","集中供暖"
3590,3,1,1,16,"主卧","中楼层","是","朝阳","集中供暖"
3590,3,1,1,19,"主卧","高楼层","是","朝阳","集中供暖"
3490,3,1,1,14,"主卧","高楼层","是","海淀","集中供暖"
2460,3,1,1,10,"次卧","中楼层","是","丰台","集中供暖"
2420,3,1,1,8,"次卧","中楼层","是","丰台","集中供暖"
1970,4,1,1,14,"次卧","高楼层","是","顺义","集中供暖"
2170,4,1,1,9,"次卧","中楼层","是","顺义","集中供暖"
1820,2,1,1,13,"主卧","低楼层","是","房山","自采暖"
2840,3,1,1,19,"主卧","低楼层","是","大兴","集中供暖"
2800,3,1,1,10,"主卧","中楼层","是","朝阳","集中供暖"
3470,2,1,1,14,"主卧","高楼层","是","海淀","集中供暖"
2100,3,1,1,11,"主卧","中楼层","否","顺义","集中供暖"
2060,3,1,1,6,"次卧","低楼层","是","朝阳","集中供暖"
2740,2,1,1,13,"次卧","低楼层","是","大兴","集中供暖"
3000,2,1,1,18,"主卧","中楼层","是","石景山","集中供暖"
3330,3,1,1,15,"主卧","中楼层","是","朝阳","集中供暖"
3730,4,1,1,23,"主卧","中楼层","是","西城","集中供暖"
2700,4,1,1,9,"次卧","高楼层","是","丰台","集中供暖"
2660,3,1,1,14,"主卧","中楼层","是","朝阳","自采暖"
2410,3,1,1,12,"次卧","中楼层","否","朝阳","集中供暖"
1960,3,1,1,12,"次卧","低楼层","是","大兴","集中供暖"
2760,3,1,1,13,"主卧","中楼层","是","昌平","集中供暖"
1740,3,1,1,10,"次卧","高楼层","是","大兴","集中供暖"
2830,3,1,1,8,"次卧","低楼层","是","海淀","自采暖"
4000,4,1,1,20,"主卧","低楼层","否","丰台","自采暖"
2660,3,1,1,16,"主卧","中楼层","是","朝阳","自采暖"
1330,4,2,2,14,"主卧","高楼层","是","房山","集中供暖"
2600,3,1,1,13,"主卧","低楼层","是","通州","集中供暖"
2190,3,1,1,7,"次卧","高楼层","是","朝阳","自采暖"
2330,3,1,1,13,"主卧","低楼层","是","海淀","自采暖"
2630,3,1,1,12,"主卧","低楼层","是","通州","集中供暖"
1290,3,1,1,6,"次卧","中楼层","是","房山","集中供暖"
2590,3,1,1,12,"次卧","低楼层","是","通州","集中供暖"
2350,4,2,1,9,"次卧","高楼层","是","朝阳","集中供暖"
3290,4,1,1,26,"主卧","高楼层","否","昌平","集中供暖"
2660,2,1,1,12,"次卧","低楼层","是","石景山","集中供暖"
2300,3,1,1,10,"次卧","低楼层","是","朝阳","自采暖"
2360,4,1,1,12,"次卧","中楼层","是","海淀","自采暖"
1460,4,1,1,9,"次卧","高楼层","是","房山","集中供暖"
1880,2,1,1,9,"主卧","中楼层","是","顺义","集中供暖"
1150,4,1,1,11,"次卧","中楼层","是","房山","自采暖"
2000,3,1,1,12,"次卧","高楼层","是","朝阳","自采暖"
2330,3,1,1,15,"主卧","高楼层","是","通州","集中供暖"
2300,3,1,1,16,"主卧","高楼层","是","顺义","集中供暖"
2230,3,1,1,11,"次卧","低楼层","否","大兴","集中供暖"
2570,3,1,1,15,"主卧","高楼层","是","朝阳","集中供暖"
2730,3,1,1,14,"次卧","中楼层","是","朝阳","集中供暖"
2350,2,1,1,9,"次卧","中楼层","是","通州","集中供暖"
3160,3,1,1,9,"次卧","低楼层","是","东城","自采暖"
1850,3,1,1,11,"次卧","低楼层","否","昌平","集中供暖"
3330,4,1,1,13,"次卧","低楼层","是","丰台","集中供暖"
2850,4,1,1,9,"次卧","中楼层","是","丰台","集中供暖"
3230,2,1,1,18,"主卧","中楼层","是","石景山","集中供暖"
1530,5,1,1,15,"次卧","高楼层","是","房山","自采暖"
1890,3,1,1,11,"主卧","低楼层","是","大兴","集中供暖"
2060,3,1,1,13,"主卧","高楼层","是","顺义","集中供暖"
3190,4,1,1,13,"次卧","中楼层","是","朝阳","集中供暖"
1690,3,1,1,12,"次卧","低楼层","否","顺义","集中供暖"
1930,4,1,1,10,"次卧","低楼层","是","丰台","集中供暖"
2190,3,1,1,9,"次卧","低楼层","否","大兴","集中供暖"
2520,4,1,1,16,"次卧","低楼层","是","通州","集中供暖"
2060,3,1,1,14,"次卧","中楼层","是","顺义","集中供暖"
2160,3,1,1,11,"次卧","低楼层","否","通州","集中供暖"
3530,2,1,1,10,"次卧","中楼层","是","朝阳","集中供暖"
2730,3,1,1,9,"次卧","低楼层","否","丰台","自采暖"
3320,4,1,1,16,"次卧","低楼层","是","朝阳","自采暖"
5440,4,1,2,23,"主卧","中楼层","是","朝阳","集中供暖"
3090,4,1,1,10,"次卧","中楼层","是","昌平","集中供暖"
2160,3,1,1,12,"主卧","中楼层","是","大兴","集中供暖"
2990,4,1,2,14,"主卧","高楼层","否","昌平","集中供暖"
3200,2,1,1,11,"次卧","高楼层","是","朝阳","集中供暖"
2790,3,1,1,15,"次卧","中楼层","是","朝阳","集中供暖"
2660,4,1,1,10,"次卧","中楼层","是","昌平","自采暖"
3610,3,1,1,16,"主卧","低楼层","否","丰台","集中供暖"
2160,3,1,1,16,"主卧","中楼层","是","通州","集中供暖"
4600,3,1,1,14,"次卧","低楼层","是","海淀","集中供暖"
2190,2,1,1,10,"主卧","中楼层","是","顺义","集中供暖"
3000,3,1,1,15,"主卧","中楼层","否","丰台","自采暖"
3390,2,1,1,16,"主卧","低楼层","是","丰台","集中供暖"
2660,3,1,1,8,"次卧","低楼层","是","昌平","自采暖"
2240,2,1,1,20,"主卧","高楼层","是","昌平","集中供暖"
2200,3,1,1,9,"次卧","低楼层","是","石景山","集中供暖"
1580,3,1,1,8,"次卧","中楼层","是","房山","集中供暖"
1720,3,1,1,9,"主卧","中楼层","是","房山","集中供暖"
1820,3,1,1,11,"次卧","高楼层","是","昌平","集中供暖"
3150,2,1,1,19,"主卧","低楼层","否","石景山","集中供暖"
2010,3,1,1,9,"次卧","低楼层","是","朝阳","集中供暖"
2190,4,1,1,11,"次卧","高楼层","是","昌平","自采暖"
1980,3,1,1,13,"主卧","中楼层","否","昌平","集中供暖"
2520,3,1,1,11,"次卧","中楼层","是","丰台","集中供暖"
1980,3,1,1,15,"主卧","高楼层","否","昌平","集中供暖"
2830,2,1,1,7,"主卧","高楼层","是","石景山","集中供暖"
2890,4,1,1,14,"主卧","中楼层","是","昌平","集中供暖"
2830,2,1,1,10,"主卧","高楼层","是","丰台","集中供暖"
2490,3,1,1,19,"主卧","中楼层","是","大兴","集中供暖"
2460,2,1,1,8,"次卧","高楼层","是","丰台","集中供暖"
1960,4,1,1,14,"主卧","中楼层","是","大兴","集中供暖"
2260,3,1,1,10,"主卧","中楼层","是","丰台","集中供暖"
1870,2,1,1,8,"主卧","中楼层","是","通州","集中供暖"
1700,3,1,1,8,"次卧","高楼层","是","昌平","集中供暖"
1490,3,1,1,10,"次卧","中楼层","否","房山","自采暖"
3500,3,1,1,11,"主卧","中楼层","是","朝阳","集中供暖"
4390,2,1,1,24,"主卧","中楼层","是","海淀","集中供暖"
3530,3,1,1,18,"主卧","低楼层","否","丰台","集中供暖"
2040,2,1,1,13,"主卧","中楼层","是","大兴","集中供暖"
2490,3,1,1,9,"次卧","中楼层","是","昌平","自采暖"
3060,2,1,1,12,"次卧","中楼层","是","朝阳","集中供暖"
3660,4,1,1,14,"次卧","高楼层","是","朝阳","集中供暖"
2870,3,1,1,15,"主卧","中楼层","否","海淀","集中供暖"
2600,3,1,1,9,"次卧","低楼层","否","朝阳","自采暖"
2820,3,1,1,11,"次卧","中楼层","是","丰台","集中供暖"
3170,3,1,1,15,"主卧","中楼层","是","海淀","集中供暖"
2730,2,1,1,12,"主卧","高楼层","是","通州","集中供暖"
2690,3,1,1,15,"主卧","低楼层","是","顺义","集中供暖"
2330,3,1,1,8,"次卧","中楼层","是","昌平","集中供暖"
2780,3,1,1,13,"主卧","中楼层","是","昌平","集中供暖"
2630,3,1,1,11,"主卧","高楼层","是","昌平","集中供暖"
2330,3,1,1,8,"次卧","低楼层","是","昌平","集中供暖"
2730,3,1,1,13,"主卧","低楼层","是","昌平","集中供暖"
2490,3,1,1,9,"次卧","高楼层","是","昌平","集中供暖"
2490,3,1,1,9,"次卧","中楼层","是","昌平","集中供暖"
2760,3,1,1,11,"主卧","中楼层","是","昌平","集中供暖"
2460,4,1,1,12,"次卧","高楼层","是","大兴","集中供暖"
5070,3,1,1,23,"主卧","中楼层","是","朝阳","集中供暖"
3830,4,1,1,22,"主卧","中楼层","是","昌平","自采暖"
2900,3,1,1,12,"次卧","低楼层","否","朝阳","自采暖"
2220,4,1,1,7,"次卧","高楼层","是","丰台","集中供暖"
2940,3,1,1,11,"主卧","高楼层","是","朝阳","集中供暖"
3260,3,1,1,10,"次卧","低楼层","否","朝阳","集中供暖"
4200,5,1,1,19,"主卧","低楼层","是","朝阳","集中供暖"
2730,2,1,1,11,"主卧","中楼层","是","丰台","集中供暖"
3570,2,1,1,9,"次卧","高楼层","是","朝阳","集中供暖"
2450,3,1,1,19,"主卧","高楼层","否","通州","集中供暖"
2260,3,1,1,14,"次卧","高楼层","是","丰台","集中供暖"
2200,3,1,1,10,"次卧","低楼层","否","通州","集中供暖"
3270,2,1,1,18,"主卧","高楼层","是","朝阳","集中供暖"
3640,2,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
3370,2,1,1,16,"主卧","低楼层","是","丰台","集中供暖"
3120,3,1,1,8,"次卧","高楼层","是","朝阳","集中供暖"
2900,5,1,1,10,"次卧","高楼层","是","朝阳","集中供暖"
2120,4,1,1,8,"次卧","低楼层","否","丰台","集中供暖"
1580,3,1,1,7,"次卧","低楼层","否","顺义","集中供暖"
3260,2,1,1,20,"主卧","中楼层","是","朝阳","集中供暖"
4170,2,1,1,10,"次卧","中楼层","是","海淀","集中供暖"
4300,2,1,1,18,"主卧","低楼层","是","朝阳","集中供暖"
4250,3,1,1,10,"次卧","高楼层","是","朝阳","集中供暖"
2730,5,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
2540,2,1,1,13,"主卧","低楼层","否","大兴","集中供暖"
2490,3,1,1,19,"主卧","高楼层","是","通州","集中供暖"
2040,3,1,1,11,"次卧","中楼层","是","通州","集中供暖"
3570,2,1,1,18,"主卧","高楼层","是","石景山","集中供暖"
3510,2,1,1,16,"主卧","中楼层","是","海淀","集中供暖"
2530,3,1,1,9,"次卧","中楼层","是","石景山","集中供暖"
3230,3,1,1,9,"次卧","高楼层","是","丰台","自采暖"
3040,3,1,1,23,"主卧","低楼层","是","朝阳","集中供暖"
3020,2,1,1,10,"次卧","高楼层","是","丰台","集中供暖"
2950,2,1,1,13,"主卧","低楼层","否","大兴","集中供暖"
2200,4,1,1,10,"次卧","中楼层","否","昌平","集中供暖"
3490,3,1,1,14,"主卧","中楼层","是","朝阳","自采暖"
3770,2,1,1,15,"次卧","低楼层","是","朝阳","集中供暖"
2440,2,1,1,9,"次卧","高楼层","否","大兴","集中供暖"
3840,3,1,1,12,"主卧","低楼层","是","海淀","集中供暖"
3470,3,1,1,17,"主卧","中楼层","是","海淀","自采暖"
3240,3,1,1,15,"主卧","低楼层","是","大兴","集中供暖"
2670,3,1,1,14,"主卧","低楼层","否","朝阳","自采暖"
3100,3,1,1,11,"主卧","低楼层","是","朝阳","集中供暖"
3140,2,1,1,18,"主卧","中楼层","是","丰台","集中供暖"
3800,2,1,1,13,"次卧","中楼层","是","朝阳","集中供暖"
2140,4,1,1,9,"次卧","高楼层","否","顺义","集中供暖"
2020,3,1,1,9,"次卧","高楼层","否","昌平","集中供暖"
4580,2,1,1,18,"主卧","中楼层","是","西城","集中供暖"
3300,2,1,1,14,"主卧","中楼层","是","朝阳","集中供暖"
2230,2,1,1,9,"主卧","低楼层","否","大兴","集中供暖"
3980,3,1,1,19,"主卧","低楼层","是","朝阳","集中供暖"
2480,3,1,1,19,"次卧","中楼层","是","通州","集中供暖"
3610,2,1,1,9,"次卧","中楼层","是","西城","集中供暖"
3460,5,1,1,13,"次卧","低楼层","是","朝阳","自采暖"
4590,2,1,1,16,"主卧","低楼层","是","朝阳","集中供暖"
2350,2,1,1,17,"主卧","中楼层","否","顺义","集中供暖"
4530,2,1,1,11,"次卧","低楼层","是","海淀","集中供暖"
2640,3,1,1,9,"次卧","低楼层","是","朝阳","自采暖"
3690,3,1,1,15,"主卧","中楼层","是","朝阳","集中供暖"
3990,2,1,1,13,"次卧","低楼层","是","朝阳","集中供暖"
3420,4,1,1,10,"次卧","低楼层","是","朝阳","集中供暖"
4130,4,1,1,29,"主卧","中楼层","否","海淀","自采暖"
3780,3,1,1,17,"主卧","低楼层","是","西城","集中供暖"
3990,4,1,1,12,"主卧","低楼层","是","海淀","集中供暖"
2190,4,1,1,8,"次卧","中楼层","是","大兴","集中供暖"
3430,3,1,1,13,"次卧","低楼层","否","朝阳","自采暖"
4660,4,1,1,13,"主卧","低楼层","是","海淀","集中供暖"
3980,4,1,1,18,"主卧","中楼层","是","朝阳","集中供暖"
3030,2,1,1,13,"主卧","低楼层","是","朝阳","集中供暖"
4390,4,1,1,26,"主卧","高楼层","是","朝阳","集中供暖"
2250,3,1,1,7,"次卧","中楼层","是","朝阳","集中供暖"
2830,2,1,1,11,"主卧","中楼层","是","丰台","集中供暖"
2030,3,1,1,13,"主卧","低楼层","是","顺义","集中供暖"
2660,2,1,1,9,"次卧","高楼层","是","大兴","集中供暖"
4690,2,1,1,19,"主卧","中楼层","是","海淀","集中供暖"
2600,2,1,1,10,"次卧","中楼层","是","石景山","集中供暖"
3030,2,1,1,19,"主卧","中楼层","是","石景山","集中供暖"
4030,2,1,1,13,"主卧","低楼层","是","朝阳","集中供暖"
3160,2,1,1,19,"主卧","中楼层","是","石景山","集中供暖"
3620,4,1,1,13,"次卧","低楼层","是","朝阳","自采暖"
4020,4,1,1,17,"次卧","低楼层","是","朝阳","自采暖"
3190,2,1,1,18,"主卧","中楼层","是","石景山","集中供暖"
3030,2,1,1,12,"主卧","中楼层","是","石景山","自采暖"
2690,2,1,1,8,"次卧","中楼层","是","石景山","自采暖"
2890,3,1,1,17,"主卧","低楼层","是","石景山","集中供暖"
5160,2,1,1,17,"主卧","高楼层","是","海淀","集中供暖"
4590,2,1,1,10,"次卧","高楼层","是","海淀","集中供暖"
2600,3,1,2,9,"次卧","中楼层","是","海淀","集中供暖"
3160,2,1,1,18,"主卧","高楼层","是","石景山","集中供暖"
2790,2,1,1,12,"次卧","高楼层","是","石景山","集中供暖"
2790,2,1,1,10,"次卧","高楼层","是","石景山","集中供暖"
2230,3,1,1,8,"主卧","低楼层","是","通州","自采暖"
3430,3,1,1,8,"次卧","低楼层","是","朝阳","集中供暖"
3830,4,1,2,12,"次卧","低楼层","是","海淀","集中供暖"
3160,3,1,1,9,"次卧","高楼层","是","朝阳","集中供暖"
4260,3,1,1,19,"主卧","高楼层","是","西城","集中供暖"
2790,3,1,1,10,"次卧","低楼层","是","石景山","集中供暖"
3830,3,1,1,14,"次卧","中楼层","是","海淀","集中供暖"
3760,5,1,1,20,"主卧","中楼层","是","朝阳","集中供暖"
2090,3,1,1,24,"主卧","高楼层","否","顺义","集中供暖"
2730,3,1,1,13,"主卧","低楼层","是","朝阳","自采暖"
3390,5,1,2,14,"次卧","高楼层","是","朝阳","自采暖"
3290,2,1,1,10,"次卧","中楼层","是","朝阳","集中供暖"
2690,3,1,1,12,"主卧","中楼层","是","丰台","集中供暖"
3040,4,1,1,18,"主卧","高楼层","是","丰台","集中供暖"
3760,2,1,1,17,"主卧","高楼层","是","朝阳","集中供暖"
3630,2,1,1,27,"主卧","中楼层","是","石景山","集中供暖"
2530,2,1,1,23,"主卧","低楼层","是","通州","集中供暖"
2090,2,1,1,11,"次卧","低楼层","是","通州","集中供暖"
3690,2,1,1,10,"次卧","中楼层","是","朝阳","集中供暖"
4230,2,1,1,17,"主卧","中楼层","是","朝阳","集中供暖"
3390,4,1,1,24,"主卧","高楼层","否","石景山","集中供暖"
2090,2,1,1,12,"次卧","低楼层","否","通州","集中供暖"
4090,2,1,1,14,"主卧","高楼层","是","朝阳","集中供暖"
2790,3,1,1,13,"次卧","中楼层","是","朝阳","集中供暖"
2240,3,1,1,12,"次卧","中楼层","是","大兴","集中供暖"
2560,3,1,1,20,"主卧","低楼层","是","通州","集中供暖"
4690,2,1,1,18,"主卧","中楼层","是","西城","集中供暖"
3470,3,1,1,21,"主卧","高楼层","是","海淀","集中供暖"
2390,3,1,1,8,"次卧","低楼层","是","丰台","集中供暖"
2390,3,1,1,8,"次卧","低楼层","是","丰台","集中供暖"
2490,2,1,1,9,"次卧","中楼层","是","通州","集中供暖"
3260,3,1,1,7,"次卧","中楼层","是","朝阳","集中供暖"
3490,3,1,1,9,"次卧","中楼层","是","朝阳","集中供暖"
2590,3,1,1,11,"次卧","高楼层","是","石景山","集中供暖"
3990,2,1,1,10,"次卧","中楼层","是","朝阳","集中供暖"
2330,3,1,1,18,"主卧","中楼层","是","通州","集中供暖"
2450,3,1,1,14,"主卧","高楼层","是","朝阳","集中供暖"
2090,4,1,1,12,"主卧","中楼层","是","顺义","集中供暖"
2240,4,1,1,13,"次卧","低楼层","是","昌平","集中供暖"
2170,3,1,1,7,"次卧","低楼层","是","朝阳","自采暖"
3190,4,1,1,19,"主卧","中楼层","是","朝阳","集中供暖"
2830,3,1,1,17,"次卧","中楼层","是","朝阳","集中供暖"
2990,2,1,1,7,"次卧","低楼层","是","西城","集中供暖"
3830,2,1,1,17,"主卧","低楼层","是","西城","集中供暖"
2670,2,1,1,10,"次卧","高楼层","是","石景山","集中供暖"
2650,4,1,1,12,"主卧","高楼层","是","朝阳","自采暖"
2430,3,1,1,12,"主卧","高楼层","否","朝阳","集中供暖"
3160,4,1,1,9,"次卧","低楼层","是","朝阳","集中供暖"
4390,2,1,1,20,"主卧","高楼层","是","朝阳","集中供暖"
2900,3,1,1,7,"次卧","高楼层","是","东城","集中供暖"
3080,3,1,1,14,"主卧","中楼层","否","西城","集中供暖"
3690,4,1,1,16,"主卧","高楼层","是","朝阳","集中供暖"
4090,2,1,1,10,"次卧","中楼层","是","朝阳","集中供暖"
4100,2,1,1,19,"主卧","高楼层","是","东城","集中供暖"
2510,3,1,1,6,"次卧","中楼层","是","丰台","集中供暖"
1980,3,1,1,9,"次卧","中楼层","是","朝阳","集中供暖"
5130,4,1,1,25,"主卧","低楼层","是","朝阳","自采暖"
3170,2,1,1,11,"次卧","中楼层","是","朝阳","集中供暖"
3440,2,1,1,15,"主卧","中楼层","是","朝阳","集中供暖"
2490,3,1,1,8,"次卧","低楼层","是","昌平","集中供暖"
2890,4,1,1,10,"次卧","低楼层","是","朝阳","自采暖"
2090,4,1,1,13,"次卧","中楼层","是","顺义","集中供暖"
2610,4,1,1,11,"次卧","低楼层","是","通州","集中供暖"
3660,3,1,1,13,"主卧","高楼层","是","海淀","自采暖"
1640,3,1,1,7,"次卧","中楼层","是","顺义","集中供暖"
3400,2,1,1,8,"次卧","低楼层","是","朝阳","集中供暖"
1580,3,1,1,11,"次卧","低楼层","否","房山","自采暖"
1560,3,1,1,8,"次卧","高楼层","否","顺义","集中供暖"
3190,3,1,1,14,"次卧","低楼层","是","海淀","集中供暖"
2290,4,1,1,12,"次卧","高楼层","否","石景山","集中供暖"
2600,5,1,1,13,"次卧","高楼层","是","朝阳","集中供暖"
2850,3,1,1,12,"次卧","高楼层","是","丰台","集中供暖"
3910,3,1,1,14,"主卧","低楼层","是","朝阳","集中供暖"
2200,4,1,1,8,"次卧","中楼层","否","昌平","集中供暖"
3430,3,1,1,14,"主卧","低楼层","是","朝阳","集中供暖"
2960,3,1,1,15,"主卧","中楼层","是","朝阳","集中供暖"
2330,3,1,1,7,"次卧","高楼层","是","石景山","集中供暖"
2300,2,1,1,22,"主卧","低楼层","否","顺义","集中供暖"
1930,3,1,1,12,"主卧","中楼层","是","通州","集中供暖"
3460,3,1,1,12,"次卧","中楼层","是","朝阳","自采暖"
2930,3,1,1,7,"次卧","低楼层","是","东城","集中供暖"
2600,3,1,1,13,"主卧","低楼层","是","朝阳","集中供暖"
2730,3,1,1,22,"主卧","中楼层","是","通州","集中供暖"
2390,3,1,1,17,"主卧","高楼层","是","通州","集中供暖"
3390,3,1,1,10,"次卧","高楼层","否","朝阳","集中供暖"
2890,4,1,1,6,"次卧","高楼层","是","昌平","集中供暖"
3030,4,1,1,14,"次卧","低楼层","是","朝阳","自采暖"
